ID,HEADWORD,POS,ENGLISH,JAPANESE,SPANISH,INDONESIAN,EXAMPLE (KO),EXAMPLE (EN),EXAMPLE (JA),EXAMPLE (ES),EXAMPLE (ID),
946,표,NOUN,ticket,切符,boleto,tiket,어른 표 두 장하고 어린이 표 한 장 주세요.,"Two tickets for adults and one for a child, please.",大人の切符二枚と子供の切符一枚ください。,"Dos boletos para los adultos y uno para un niño, por favor.",2 (Dua) tiket untuk dewasa dan 1(satu) untuk anak-anak.,
947,표정,NOUN,"expression, look, face",表情,"expresión, gesto","ekspresi, paras, wajah ",그 소식에 그녀의 표정이 밝아졌다.,Her face lit up at the news.,その知らせに彼女の表情が明るくなった。,Su gesto se encendió al oir las noticias.,Wajahnya berseri-seri pada berita itu. ,
948,표현 | 표현하다,NOUN | VERB,expression | to express,表現 | 表現する,expresión; expresar,ungkapan; mengungkapkan,그게 바로 아빠가 사랑을 표현하는 방식이에요.,That's the way my dad expresses his love.,それがまさにお父さんが愛を表現する方式ですよ。,Ésa es la manera en que mi papá expresa su amor.,Itulah cara ayah saya mengungkapkan cintanya.,
949,풀다,VERB,"to untie, to unfasten",解く; 外す,desatar,membuka,안전벨트 풀어도 돼요?,May I unfasten my seat belt?,安全ベルト外しても良いですか?,¿Puedo desatar mi cinturón de seguridad?,Bolehkah saya membuka sabuk pengaman?,
950,프랑스,NOUN,France,フランス,Francia,Perancis,프랑스로 완전히 돌아가는 건가요? ,Are you going back to France for good?,フランスに完全に帰るんですか? ,¿Te vas definitivamente para Francia?,Apakah anda akan kembali ke Perancis selamanya?,
951,프로그램,NOUN,program,プログラム,programa,program,이 프로그램은 어떻게 설치해요? ,How do I install this program?,このプログラムはどうやって設置しますか? ,¿Cómo instalo este programa?,Bagaimana saya menginstal program? ini?,
952,피곤하다,ADJ,to be tired,疲れる,cansado,lelah,정말 피곤해 보이네요. 무슨 일 있어요?,You look really tired. What's up?,本当に疲れて見えますね。 どうかされました?,Pareces realmente cansado. ¿Pasa algo?,"Anda terlihat sangat lelah, ada apa?",
953,피부,NOUN,skin,肌,piel,kulit,저는 피부가 건조한 편이에요.,My skin is rather dry.,私は肌が乾燥している方です。,Mi piel está seca.,Kulit saya agak kering. ,
954,피아노,NOUN,piano,ピアノ,piano,piano,피아노를 잘 치신다고 들었어요. ,I heard you play the piano very well.,ピアノがお上手だと聞きました。 ,Te oí tocar el piano muy bien.,Saya dengar anda bermain piano sangat bagus.,
955,피우다,VERB,to smoke,(タバコを)吸う,fumar,merokok,왜 많은 사람들이 담배를 피울까요? ,Why do so many people smoke?,どうして多くの人がタバコを吸うのでしょうか? ,¿Por qué muchas personas fuman?,Mengapa banyak orang merokok?,
956,피자,NOUN,pizza,ピザ,pizza,pizza,"점심에는 피자를, 저녁에는 스파게티를 먹었다.",I had pizza for lunch and spaghetti for dinner.,"お昼にはピザを, 夕食にはスパゲッティを食べた。",Comía pizza para el almuerzo y espagueti para la cena.,Saya makan pizza untuk makan siang dan spaghetti untuk makan malam.,
957,필요 | 필요하다,NOUN | ADJ,need | to be necessary,必要 | 必要だ,necesidad; necesitar,memerlukan; penting,김치찌개에는 소금이 필요하다.,Salt is necessary to cook kimchi stew.,キムチチゲには塩が必要だ。,La sal es necesaria para cocinar guisado de kimchi.,Garam penting untuk memasak kimchi rebus.,
958,하늘,NOUN,sky,空,cielo,langit,얼마 만에 푸른 하늘을 보는 건가요?,How long has it been since we've seen a clear sky?,いくらぶりに青い空を見るのでしょうか?,¿Cuanto tiempo hace desde que vimos el cielo claro?,Sudah berapa lama sejak kita telah melihat langit langit cerah?,
959,하다,VERB,to do,する,hacer,melakukan,하려고 했는데 못 했어요. ,"I was going to do it, but I couldn't.",しようと思ったのですができませんでした。 ,"Iba a hacerlo, pero no pude.","Saya sedang ingin melakukannya, tapi saya tidak bisa.",
960,하루,NOUN,a day,一日,día,per hari,저희는 하루에 9만원입니다.,We charge ninety thousand per day.,私どもは一日に9万ウォンです。,Nosotros ganamos noventa mil por día. ,Kmai membayar 90.000(sembilan puluh ribu) per hari.,
961,하지만,ADV,"but, however",しかし,"pero, a menos","tetapi, bagaimanapun","좋아, 하지만 이번 한 번만이야. ","All right, but just this once.","よし, しかし今度一度だけだ。 ","Está bien, pero que sea sólo esta vez.","Baiklah, tetapi hanya kali ini saja. ",
962,학교,NOUN,school,学校,escuela ,sekolah,저희 아들 학교생활 잘 하고 있나요? ,How is our son doing in school?,うちの息子学校生活大丈夫でしょうか? ,¿Cómo se porta mi hijo en la escuela?,Bagaimana anak anda di sekolah? ,
963,학년,NOUN,"year, grade",年生,"año, grado",tahun,몇 학년이야? - 1학년이에요.,What year are you in? - I'm a freshman.,何年生なの? - 1年生です。,¿En qué año estás? - Estoy en primer año.,Anda angkatan tahun berapa? – Saya mahasiswa tingkat pertama. ,
964,학생,NOUN,student,学生,estudiante,"siswa, pelajar",학생 할인이 됩니까?,Do you have discounts for students?,学生割引になりますか?,¿Tienes descuentos para los estudiantes?,Apakah anda punya potongan untuk pelajar?,
965,한국,NOUN,Korea,韓国,Corea,Korea,다음 해에 다시 한국에 올 거예요. ,I'll be back to Korea again next year.,来年また韓国へ来ます。 ,Regresaré a Corea otra vez el año próximo.,Saya akan kembali lagi ke Korea tahun depan.,
966,한국말,NOUN,Korean language,韓国語,lenguaje coreano,bahasa Korea,한국말 할 줄 아세요? ,Can you speak Korean?,韓国語できますか? ,¿Sabes hablar coreano?,Dapatkah anda berbicara bahasa Korea?,
967,한글,NOUN,Hangeul (Korean character),ハングル,Hangeul (carácteres coreanos),Hangeul (huruf Korea),한글은 자음 14개로 되어 있어요. ,Hangeul has fourteen consonants and ten vowels.,"ハングルは子音14個, 母音10個で成り立っています。 ",Hangeul tiene catorce consonantes y diez vocales.,Hangeul terdiri dati 14(empat belas) konsonan dan 10(sepuluh) vokal.,
968,한번,ADV,on trial,"一度, ちょっと","un intento, una vez",dalam percobaan,제가 한번 해 볼게요.,Let me have a try.,私が一度やって見ますよ。,Déjame intentar.,Biarkan saya mencoba.,
969,한복,NOUN,hanbok (Korean traditional clothes),韓服,hanbog (ropa tradicional coreana),Hanbok (pakaian tradisional Korea),나는 한복이 불편해서 한복 입는 것을 별로 좋아하지 않는다.,I don't like to wear hanbok very much because it's uncomfortable.,私は韓服が不便で韓服着るのがあまり好きではない。,No me gusta usar hanbog porque es muy incómodo.,Saya tidak terlalu suka memakai hanbok karena tidak nyaman,
970,한자,NOUN,Chinese character,漢字,carácteres chinos,huruf Cina,이 한자는 무슨 뜻이에요?,What do these Chinese characters mean?,この漢字はどういう意味ですか?,Qué hacen medio de estos caracteres chinos?,Apa arti huruf Cina ini?,
971,할머니,NOUN,grandmother,お婆さん,"abuela, nona",nenek,할머니가 어젯밤 돌아가셨어요.,My grandmother passed away last night.,お婆さんが昨晩お亡くなりになったんです。,Mi abuela murió ayer.,Nenek saya meninggal tadi malam.,
972,할아버지,NOUN,grandfather,お爺さん,"abuelo, nono",kakek,할아버지는 병원에 계세요. ,My grandfather is in the hospital.,お爺さんは病院にいらっしゃいます。 ,Mi abuelo está en el hospital.,Kakek saya di rumah sakit.,
973,함께,ADV,together,一緒に,juntos,bersama- sama,함께 일하게 되어서 기뻐요. ,I'm glad that we'll be working together.,一緒に働けて嬉しいです。 ,Estoy alegre de que trabajaremos juntos.,Saya senang kita dapat bekerja bersama-sama.,
974,항상,ADV,always,"常に, いつも",siempre,selalu,그 사람 전화는 왜 항상 통화중이야?,Why is her line always busy?,その人の電話はどうしていつも通話中なの?,¿Por qué tu línea está siempre ocupada?,Mengapa jaringannya selalu sibuk?,
975,해,NOUN,sun; year,年; 日,sol; año,matahari; tahun,해가 바뀌어도 변함없이 해는 뜬다.,The sun rises the same though a new year begins.,年が変わっても相変わらず日は昇る。,El año cambia pero el sol sala otra vez.,Matahari terbit tetap sama meskipun tahun baru dimulai. ,
976,핸드폰,NOUN,cellphone,携帯電話,"teléfono celular, portátil",telepon selular,핸드폰으로 인터넷 검색을 할 수 있어요.,You can do internet searches by cellphone.,携帯電話でインターネット検索ができます。,Puedes hacer búsquedas de Internet por celular.,Anda dapat melakukan pencarian internet lewat telepon selular.,
977,햄버거,NOUN,hamburger,ハンバーガー,hamburguesa,hamburger,이제 햄버거 지겨워!,Now I'm sick of hamburgers.,もうハンバーガーは飽き飽きした!, Estoy cansado de hamburguesas.,Sekarang saya muak dengan hamburger.,
978,행복 | 행복하다,NOUN | ADJ,happiness | to be happy,幸せ | 幸せだ,felicidad; feliz,kebahagiaan; berbahagia ,그녀가 행복하면 나도 행복하다. ,"As long as she is fine, I'm happy.",彼女が幸せならば私も幸せだ。 ,"Mientras ella esté bien, yo soy feliz.","Selama dia baik-baik saja, saya bahagia.",
979,허리,NOUN,waist,腰,cintura,pinggang,나는 허리가 길고 다리가 짧다.,I have a long torso and short legs.,私は腰が長くて足が短い。,Tengo un torso largo y unas piernas cortas.,Saya memiliki pinggang panjang dan kaki pendek.,
980,현재,"NOUN, ADV",present; now,現在,"ahora, presente",sekarang,현재 어떤 일을 하고 계세요? ,What do you do for a living now?,現在どんな仕事をしていらっしゃいますか? ,¿De qué trabajas ahora?,Pekerjaan apa yang anda lakukan sekarang?,
981,형,NOUN,boy's older brother,兄さん,hermano mayor,kakak laki-laki,우리 형은 아버지처럼 행동해.,My older brother acts as if he were my father.,うちの兄さんはお父さんのように行動する。,Mi hermano mayor actúa como si él fuera mi padre.,Kakak laki-laki saya bertingkah seolah dia adalah ayah saya. ,
982,호주,NOUN,Australia,オーストラリア,Australia,Australia,호주의 계절은 한국하고 정반대야.,The seasons in Australia are opposite to those in Korea.,オーストラリアの季節は韓国と正反対だ。,Las estaciones en Australia son opuestas a las de Corea.,Cuaca di Australia berlawanan dengan cuaca di Korea.,
983,호텔,NOUN,hotel,ホテル,hotel,hotel,"실례지만, 한국 호텔이 어딘지 아세요?","Excuse me, can you tell me where the Hotel Hanguk is?","失礼ですが, 韓国ホテルがどこかご存じですか?","¿Perdóneme, puede decirme donde está el hotel Hanguk?","Permisi, bisa anda beritahu dimana Hotel Hanguk ?",
984,혼자,"NOUN, ADV",alone,ひとり (で),solo,sendiri,혼자 여행하고 있어요.,I'm traveling alone.,一人で旅行しています。,Estoy viajando solo.,Saya sedang bepergian sendiri.,
985,화 | 화나다,NOUN | ADV,anger | to be angry,怒り | 怒る,enojo; enojar,kemarahan; marah,아직도 나한테 화가 나 있니?,Are you still angry with me?,まだ私に怒っているの?,¿Todavía estás enojado conmigo?,Apakah anda masih marah pada saya?,
986,화장실,NOUN,"bathroom, restroom",トイレ,baño,"kamar mandi, kamar kecil",화장실에 사람이 있어요. ,There's someone in the bathroom.,トイレに人がいます ,Hay alguien en el baño.,Ada seseorang di kamar mandi.,
987,확인하다,VERB,"to conform, to make sure",確認する,"confirmar, asegurar",memastikan. meyakinkan,예약 확인해야 해.,You should confirm the reservation.,予約確認しなければ。,Debes confirmar la reservación.,Anda sebaiknya memastikan tempat pemesanan. ,
988,환자,NOUN,patient,患者,paciente,pasien,의사 선생님은 지금 다른 환자를 보고 계세요.,The doctor is with another patient right now.,お医者さんは今他の患者を見ていらっしゃいます。,El doctor está con otro paciente ahora.,Dokter itu sedang bersama pasien lain sekarang.,
989,회사,NOUN,"company, corporation",会社,"compañía, corporación",perusahaan,회사를 그만둔다고요?,You're quitting the company?,会社をやめるんだって?,¿Vas a renunciar la compañía?,Anda akan berhenti dari perusahaan?,
990,회의,NOUN,"meeting, conference",会議,"reunión, conferencia",rapat,회의가 언제 끝날 것 같아요? ,When do you expect the meeting to finish?,会議いつ終わりそうですか? ,¿Cuándo piensas que vas a  finalizar la reunión?,Kapan anda ingin rapat ini berakhir?,
991,후,NOUN,"after, later",後,"tarde, después",nanti,10분 후에 다시 전화할게.,I'll call you back ten minutes later.,10分の後にまた電話するからね,Te llamaré detrás diez minutos más tarde.,Saya akan menelepon anda kembali 10(sepuluh) menit nanti. ,
992,훌륭하다,ADJ,"to be excellent, to be great",立派だ,"excelente, talentoso","sangat bagus, hebat",그 뮤지컬 공연은 훌륭했다.,The musical performance was excellent.,そのミュージカル公演は立派だった。,El funcionamiento musical fue excelente.,Pertunjukan musical itu sangat sangat bagus.,
993,훨씬,ADV,"much, far",ずっと,"más, mucho más","lebih, jauh  ",니 애인 생각보다 훨씬 더 예쁘더라.,Your girlfriend looked much more beautiful than I had expected.,お前の恋人思ったよりずっときれいだったよ。,Tu novia lucía mucho más hermosa de lo que había esperado.,Pacar anda terlihat lebih cantik dari yang saya harapan. ,
994,휴일,NOUN,"holiday, day off","休日, 休み",vacaciones,hari libur,올해 추석에는 휴일이 며칠이에요?,How many holidays do you have on Chusok?,今年秋夕には何日休みですか?,¿Cuántos días duran estas vacaciones de Chusok?,Berapa banyak hari libur yang anda punya pada Chusok? ,
